Order,Part Number,Quantity,Balance,Total Price,Value of Balance,Customer Number,Customer Name,Due Date,Part Description,Unit,Curr,Total Price ($),Date of Execution,Order Status,Territory Name,Family Description,Country,Sales Rep Name,is_executed
SO24000785,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101186,Mana's Med Spa,2024-11-12,HR635 Hand Piece,ea,CAD,-900.0,2024-11-12,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000787,8-900,-1,-1,-801.0,-801.0,100044,Raluca's Spa,2024-11-13,HR 635/6.4 cooling hand piece,ea,CAD,-801.0,2024-11-13,Confirmed,General,Handles,Canada,General,True
SO24000796,Train-2,1,1,0.0,0.0,101959,Bhakti Massage Ltd.,2024-11-18,Training & Certification,ea,CAD,0.0,2024-11-18,Confirmed,Alberta,Default part family,Canada,Jackie Kaufman,True
SO24000798,OmnimaxS4 B2B Warranty,1,1,0.0,0.0,101238,Northern Belle Laser and Aesthetic Studio,2024-11-19,S4 B2B 6 month warranty extension,ea,CAD,0.0,2024-11-19,Confirmed,Alberta,Warranty,Canada,General,True
SO24000798,Train-2,2,2,0.0,0.0,101238,Northern Belle Laser and Aesthetic Studio,2024-11-19,Training & Certification,ea,CAD,0.0,2024-11-19,Confirmed,Alberta,Default part family,Canada,General,True
SO24000801,PRD-DPC-HR635,2,2,0.0,0.0,101976,Hira Wellness Centre,2024-11-19,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-11-19,Confirmed,Ontario Beauty,Handles,Canada,Petherick Jennifer,True
SO24000807,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100807,Liberty Laser Clinic,2024-11-20,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2024-11-20,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000812,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101168,La Beaute Spa Holistic Centre,2024-11-25,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-11-25,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000813,30-034,1,1,299.95,299.95,101435,Peppermint Organic Spa,2024-11-25,Wall-mount Hand Piece Rack,ea,CAD,299.95,2024-11-28,Confirmed,Ontario Beauty,Default part family,Canada,Petherick Jennifer,True
SO24000813,MRK-00158,1,1,0.0,0.0,101435,Peppermint Organic Spa,2024-11-25,LOOK YOUR BEST FORMAX POSTER,ea,CAD,0.0,2024-11-28,Confirmed,Ontario Beauty,Marketing Parts,Canada,Petherick Jennifer,True
SO24000816,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100793,Details & Co. Inc.,2024-11-26,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2024-11-26,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000828,PRD-FLOW-635L,1,1,0.0,0.0,101979,Wax Me Ltd,2024-11-28,Flow 6.4 hand piece,ea,CAD,0.0,2024-11-29,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO24000828,PRD-FLOW-635S,1,1,0.0,0.0,101979,Wax Me Ltd,2024-11-28,Flow 3.4 hand piece,ea,CAD,0.0,2024-11-29,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO24000828,Smooth Regular Warrant,2,2,0.0,0.0,101979,Wax Me Ltd,2024-11-28,SMOOTH Additional Year Regular Warranty,ea,CAD,0.0,2024-11-29,Paid,Alberta,Default part family,Canada,Jackie Kaufman,True
SO24000830,PRD-DPC-HR635,-1,-1,-4410.0,-4410.0,101246,NuYou Med-Spa (Vanessa),2024-12-02,Hand Piece 6.4/635 Hair Removal,ea,CAD,-4410.0,2024-12-02,Paid,Nova Scotia,Handles,Canada,Michelle Boudreau,True
SO24000831,PRD-DPC-HR635R,1,1,0.0,0.0,100973,Permanently You,2024-12-02,HR635 Hand Piece,ea,CAD,0.0,2024-12-02,Confirmed,Ontario Beauty,Used Handle,Canada,Michelle Boudreau,True
SO24000831,Shipping Ontario,1,1,0.0,0.0,100973,Permanently You,2024-12-02,Shipping and handling,ea,CAD,0.0,2024-12-02,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000832,PRD-DPC-HR635R,-1,-1,-600.0,-600.0,100973,Permanently You,2024-12-02,HR635 Hand Piece,ea,CAD,-600.0,2024-12-02,Confirmed,Ontario Beauty,Used Handle,Canada,Michelle Boudreau,True
SO24000833,30-034,1,1,0.0,0.0,101851,Brava Estheticienne,2024-12-02,Wall-mount Hand Piece Rack,ea,CAD,0.0,2024-12-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000833,MRK000901_rev002.ww,1,1,0.0,0.0,101851,Brava Estheticienne,2024-12-02,Rapid DPC Pro Window Decal,ea,CAD,0.0,2024-12-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000835,30-034,1,1,0.0,0.0,101983,Doigts De Fee,2024-12-03,Wall-mount Hand Piece Rack,ea,CAD,0.0,2024-12-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000835,PRD-DPC-HR635,2,2,0.0,0.0,101983,Doigts De Fee,2024-12-03,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-03,Paid,Quebec,Handles,Canada,Kim Benisty,True
SO24000836,PRD-FLOW-635L,1,1,0.0,0.0,101985,Patricia Dias Beaute,2024-12-03,Flow 6.4 hand piece,ea,CAD,0.0,2024-12-03,Paid,Quebec,Handles,Canada,Kim Benisty,True
SO24000838,30-034,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,Wall-mount Hand Piece Rack,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,50-032,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,4 Template set,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,DEL-1,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,Delivery & Setup,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,DPC Yearly Warranty,3,3,0.0,0.0,101987,Leslie's Beauties,2024-12-03,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Warranty,Canada,Kim Benisty,True
SO24000838,MRK000901_rev002.ww,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,Rapid DPC Pro Window Decal,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,MRK00982_RF_CA,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,Rapid PRO Roll Up Banner - French,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,PRD-DPC-SR580,1,1,3534.69,3534.69,101987,Leslie's Beauties,2024-12-03,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,3534.69,2024-12-04,Confirmed,Quebec,Handles,Canada,Kim Benisty,True
SO24000838,PRD-FLOW-635L,2,2,4487.26,4487.26,101987,Leslie's Beauties,2024-12-03,Flow 6.4 hand piece,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Handles,Canada,Kim Benisty,True
SO24000838,RAPID-DPC,1,1,41877.09,41877.09,101987,Leslie's Beauties,2024-12-03,RAPID DPC Machine + 1 Year Warranty,ea,CAD,41877.09,2024-12-04,Confirmed,Quebec,Systems,Canada,Kim Benisty,True
SO24000838,SL TOTAL MARKETING,1,1,0.0,0.0,101987,Leslie's Beauties,2024-12-03,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000838,Train-1,5,5,0.0,0.0,101987,Leslie's Beauties,2024-12-03,Training & Certification,ea,CAD,0.0,2024-12-04,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000842,30-033,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Hand Pieces stand,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Marketing Parts,Canada,Sabah Shaikh,True
SO24000842,50-032,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,4 Template set,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000842,DEL-1,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Delivery & Setup,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000842,OMNIMAX-S4,1,1,93675.0,93675.0,101982,Nipissing Medical Clinic,2024-12-04,OMNIMAX S4 Machine + 1 year warranty,ea,CAD,93675.0,2024-12-04,Confirmed,Ontario Medical,Systems,Canada,Sabah Shaikh,True
SO24000842,PRD-DPC-AC420,1,1,4425.0,4425.0,101982,Nipissing Medical Clinic,2024-12-04,Hand piece 3.4/420 Acne,ea,CAD,4425.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-DPC-HR635,1,1,4425.0,4425.0,101982,Nipissing Medical Clinic,2024-12-04,Hand Piece 6.4/635 Hair Removal,ea,CAD,4425.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-DPC-SR580,1,1,4425.0,4425.0,101982,Nipissing Medical Clinic,2024-12-04,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4425.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-LASER-EFR,1,1,22425.0,22425.0,101982,Nipissing Medical Clinic,2024-12-04,Er:Yag 2940 Fractional 9x9 + 7x7 Tips,ea,CAD,22425.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-LASER-NLP,1,1,18675.0,18675.0,101982,Nipissing Medical Clinic,2024-12-04,Nd:Yag 1064 Long Pulsed Laser,ea,CAD,18675.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-RF-BODY,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,RF Body (2 Tips),ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,PRD-RF-FACE,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,RF Face (1 Tip),ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Handles,Canada,Sabah Shaikh,True
SO24000842,Poster Omnimax S4,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Poster Omnimax S4,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000842,Roll Up S4 Omnimax,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Roll Up S4 Omnimax,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000842,S3 Regular Warranty,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Omnimax S3 Additional Year Regular Warranty,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Warranty,Canada,Sabah Shaikh,True
SO24000842,S4 Yearly Warranty,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Warranty,Canada,Sabah Shaikh,True
SO24000842,SL TOTAL MARKETING,1,1,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000842,Train-1,5,5,0.0,0.0,101982,Nipissing Medical Clinic,2024-12-04,Training & Certification,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Medical,Default part family,Canada,Sabah Shaikh,True
SO24000844,PRD-DPC-DUALVP,-1,-1,-2000.0,-2000.0,101158,Skinprovement Schomberg,2024-12-04,Hand Piece 1.5 VP2,ea,CAD,-2000.0,2024-12-04,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000846,OmniMaxBPR-BPRMaintWar,1,1,0.0,0.0,101206,Jako Beauty Center & Spa,2024-12-04,OMNIMAX Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,0.0,2024-12-04,Confirmed,Ontario Beauty,Warranty,Canada,Sabah Shaikh,True
SO24000848,PRD-DPC-HR635R,1,1,0.0,0.0,101321,Summit Laser Studio (Located inside Evolve),2024-12-05,HR635 Hand Piece,ea,CAD,0.0,2024-12-06,Confirmed,Alberta,Used Handle,Canada,General,True
SO24000849,PRD-DPC-HR635R,-1,-1,-600.0,-600.0,101321,Summit Laser Studio (Located inside Evolve),2024-12-05,HR635 Hand Piece,ea,CAD,-600.0,2024-12-05,Confirmed,Alberta,Used Handle,Canada,General,True
SO24000850,Train-2,2,1,2000.0,1000.0,100079,Gee Beauty,2024-12-05,Training & Certification,ea,CAD,2000.0,2024-12-05,Confirmed,Ontario WEST,Default part family,Canada,General,True
SO24000856,PRD-FLOW-635L,1,1,0.0,0.0,101990,AB Laser Centre (16572049 Canada Inc),2024-12-06,Flow 6.4 hand piece,ea,CAD,0.0,2024-12-06,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000857,MRK 00877 rev 002.ww,50,50,0.0,0.0,101625,LA Medical Aesthetics Ontario Inc.,2024-12-06,Skin Resurfacing (ER:YAG) Patient Brochures,ea,CAD,0.0,2024-12-06,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000870,PRD-DPC-HR635,2,2,0.0,0.0,101968,Fully Faced Up Inc,2024-12-11,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-11,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000876,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101669,Institut D'Esthetique Capucine Inc.,2024-12-12,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-12-12,Confirmed,Quebec,Handles,Canada,General,True
SO24000881,000,1,1,350.0,350.0,100529,Comprehensive Family Practice (Dr. Kipervas),2024-12-13,Connector Replacement,ea,$,497.96,2024-12-13,Confirmed,Pennsylvania,Default part family,United States,Daniela Morales Moya,True
SO24000881,OmniMaxBPR-BPRMaintWar,2,2,6900.0,6900.0,100529,Comprehensive Family Practice (Dr. Kipervas),2024-12-13,OMNIMAX Bumper-Bumper Maint - 1 Year Warranty,ea,$,0.0,2024-12-13,Confirmed,Pennsylvania,Warranty,United States,Daniela Morales Moya,True
SO24000882,PRD-DPC-HR635R,1,1,5310.0,5310.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-13,HR635 Hand Piece,ea,CAD,5310.0,2024-12-13,Confirmed,Ontario Beauty,Used Handle,Canada,Ciarah Gonzalez,True
SO24000883,PRD-DPC-HR635,-2,-2,-1266.66,-1266.66,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-13,Hand Piece 6.4/635 Hair Removal,ea,CAD,-633.33,2024-12-13,Confirmed,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000883,PRD-DPC-VP535,-1,-1,-633.33,-633.33,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-13,Hand Piece 6.4/535 VLPL,ea,CAD,-633.33,2024-12-13,Confirmed,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000885,PRD-FLOW-635L,1,1,0.0,0.0,101993,Rose Beauty & Hair Studio,2024-12-13,Flow 6.4 hand piece,ea,CAD,0.0,2024-12-13,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000889,8-900R,2,2,5742.0,5742.0,100205,Sunrise Day spa and Salon,2024-12-16,HR635/6.4 cooling hand piece Rectangular,ea,CAD,0.0,2024-12-16,Confirmed,British Columbia,Used Handle,Canada,General,True
SO24000890,8-900R,-3,-3,-1802.25,-1802.25,100205,Sunrise Day spa and Salon,2024-12-16,HR635/6.4 cooling hand piece Rectangular,ea,CAD,-600.75,2024-12-16,Confirmed,British Columbia,Used Handle,Canada,General,True
SO24000891,Poster Rapid DPC,1,1,0.0,0.0,101992,The Loft Spa,2024-12-16,Poster Rapid DPC,ea,CAD,0.0,2025-01-03,Paid,Nova Scotia,Default part family,Unknown,Michelle Boudreau,True
SO24000892,PRD-DPC-HR635,2,2,0.0,0.0,101991,Catherine Nathan,2024-12-16,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Handles,Canada,Petherick Jennifer,True
SO24000896,MRK 00872 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Hair Removal(DPC) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK 00875 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Skin Rejuvenation (S3) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK 00884 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Vascular Lesions (VP2 + LP) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK 00890 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Stretch Marks (RF+IR) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK 00923 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Facial Contouring (RF Face) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK00882 rev 002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Acne (DPC) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000896,MRK00887_rev002.ww,50,50,0.0,0.0,101526,Love Nails & Spa - Thi Yeu Vu (2850319 Ont Corp),2024-12-17,Body Contouring (RF only) Patient Brochures,ea,CAD,0.0,2024-12-17,Confirmed,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000897,PRD-DPC-HR635,3,3,13800.0,13800.0,100676,Coral MediSpa,2024-12-17,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-18,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000897,Shipping Ontario,1,1,0.0,0.0,100676,Coral MediSpa,2024-12-17,Shipping and handling,ea,CAD,0.0,2024-12-18,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000900,PRD-00081,2,2,0.0,0.0,101589,Dream Med Spa,2024-12-19,VLPL535/6.4 cooling hand piece Rectangular,ea,CAD,0.0,2025-01-06,Confirmed,California,Handles,United States,General,True
SO24000903,PRD-DPC-HR635,2,2,0.0,0.0,101975,Farzana's Wellness & Laser Inc.,2024-12-19,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-01-07,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000903,Train-1,5,4,0.0,0.0,101975,Farzana's Wellness & Laser Inc.,2024-12-19,Training & Certification,ea,CAD,0.0,2025-01-07,Paid,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO24000904,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100492,Broward Dermatology & Cosmetic Specialists,2024-12-19,Hand Piece 6.4/635 Hair Removal,ea,$,-1438.74,2025-01-06,Confirmed,Florida,Handles,United States,General,True
SO24000909,PRD-DPC-HR635,-1,-1,-900.0,-900.0,100803,Letaya Salon & Spa,2024-12-31,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-01-02,Confirmed,British Columbia,Handles,Canada,General,True
SO24000911,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101014,Indulge Esthetics and Wellness,2024-12-31,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-01-02,Confirmed,Ontario WEST,Handles,Canada,General,True
SO24000912,DPC Regular Warranty,2,2,2290.0,2290.0,101193,Lendrum Sugaring,2025-01-03,DPC Additional Year Regular Warranty,ea,CAD,0.0,2025-01-03,Confirmed,Alberta,Warranty,Canada,Ciarah Gonzalez,True
SO24000915,MRK000901_rev002.ww,1,1,0.0,0.0,101997,Sharanjeet Multani,2025-01-03,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-01-03,Confirmed,British Columbia,Default part family,Canada,Kathie Abou-Mechrek,True
SO24000915,PRD-FLOW-635L,1,1,0.0,0.0,101997,Sharanjeet Multani,2025-01-03,Flow 6.4 hand piece,ea,CAD,0.0,2025-01-03,Confirmed,British Columbia,Handles,Canada,Kathie Abou-Mechrek,True
SO25000002,PRD-DPC-HR635R,1,1,0.0,0.0,101562,Glorious Salon & Spa Inc.,2025-01-06,HR635 Hand Piece,ea,CAD,0.0,2025-04-24,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000004,S3 Yearly Warranty,2,2,6900.0,6900.0,100704,"Glow Beauty Boutique (Glow Mist-On Tanning, Inc)",2025-01-07,Additional 1 Year Bumper to Bumper Warranty,ea,$,0.0,2025-01-07,Confirmed,Massachussetts,Warranty,United States,Ciarah Gonzalez,True
SO25000006,MRK000899_rev002.ww,1,1,0.0,0.0,101995,A.M. Esthetique,2025-01-07,Omnimax S3 Window Decal,ea,CAD,0.0,2025-01-14,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO25000006,PRD-DPC-HR635,2,2,0.0,0.0,101995,A.M. Esthetique,2025-01-07,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-01-14,Paid,Quebec,Handles,Canada,Kim Benisty,True
SO25000007,PRD-DPC-HR635,2,2,0.0,0.0,101999,Arielyn's Skin & Beauty,2025-01-07,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-01-07,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO25000008,MRK000901_rev002.ww,1,1,0.0,0.0,101996,Jag'z Beauty Spa,2025-01-07,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-01-07,Confirmed,Alberta,Default part family,Canada,Kathie Abou-Mechrek,True
SO25000008,PRD-FLOW-635L,1,1,0.0,0.0,101996,Jag'z Beauty Spa,2025-01-07,Flow 6.4 hand piece,ea,CAD,0.0,2025-01-07,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000009,30-033,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,Hand Pieces stand,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Marketing Parts,Unknown,Sabah Shaikh,True
SO25000009,50-032,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,4 Template set,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000009,DEL-1,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,Delivery & Setup,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000009,MRK000900_rev002.ww,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,Omnimax S4 Window Decal,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000009,MRK00978.CA,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Marketing Parts,Unknown,Sabah Shaikh,True
SO25000009,OMNIMAX-S4,1,1,91440.0,91440.0,102000,Armita Alaei,2025-01-07,OMNIMAX S4 Machine + 1 year warranty,ea,CAD,91440.0,2025-01-07,Confirmed,Ontario Beauty,Systems,Unknown,Sabah Shaikh,True
SO25000009,PRD-DPC-DUALVP,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,Hand Piece 1.5 VP2,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,PRD-DPC-HR635,3,3,4720.0,4720.0,102000,Armita Alaei,2025-01-07,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,PRD-DPC-SR580,1,1,4720.0,4720.0,102000,Armita Alaei,2025-01-07,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4720.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,PRD-LASER-EFR,1,1,23920.0,23920.0,102000,Armita Alaei,2025-01-07,Er:Yag 2940 Fractional 9x9 + 7x7 Tips,ea,CAD,23920.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,PRD-RF-BODY,1,1,9520.0,9520.0,102000,Armita Alaei,2025-01-07,RF Body (2 Tips),ea,CAD,9520.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,PRD-RF-FACE,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,RF Face (1 Tip),ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000009,S4 Regular Warranty,2,2,0.0,0.0,102000,Armita Alaei,2025-01-07,Omnimax S4 Additional Year Regular Warranty,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Warranty,Unknown,Sabah Shaikh,True
SO25000009,S4 Yearly Warranty,2,2,0.0,0.0,102000,Armita Alaei,2025-01-07,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Warranty,Unknown,Sabah Shaikh,True
SO25000009,SL TOTAL MARKETING,1,1,0.0,0.0,102000,Armita Alaei,2025-01-07,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000009,Train-1,5,5,0.0,0.0,102000,Armita Alaei,2025-01-07,Training & Certification,ea,CAD,0.0,2025-01-07,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000016,PRD-FLOW-635L,1,1,0.0,0.0,101998,Inna Soul Beauty Studio,2025-01-09,Flow 6.4 hand piece,ea,CAD,0.0,2025-01-09,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000023,PRD-DPC-HR635R,-2,-2,-1350.0,-1350.0,100894,Universal Laser Treatments,2025-01-13,HR635 Hand Piece,ea,CAD,-675.0,2025-01-13,Confirmed,Ontario Beauty,Used Handle,Canada,Ciarah Gonzalez,True
SO25000028,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101535,Sugar Glow Inc.,2025-01-14,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-01-14,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000031,MRK-00001rev.001ww.pdf,1,1,0.0,0.0,100776,St. Clair College,2025-01-14,S4 Omnimax LaserSmart Manual,ea,CAD,0.0,2025-04-24,Confirmed,Ontario WEST,Default part family,Canada,Roberto Scheida,True
